home_team,away_team,home_avg_xg_last5,away_avg_xg_last5,xg_diff,result
17,40,1.5319999999999996,1.0879999999999999,0.44399999999999973,H
17,13,1.1859999999999997,1.0020000000000002,0.1839999999999995,H
17,14,1.2079999999999997,1.0,0.20799999999999974,A
17,43,0.9179999999999999,0.95,-0.03200000000000003,A
17,1,0.9659999999999999,0.7020000000000001,0.2639999999999998,A
17,4,0.9019999999999999,1.066,-0.16400000000000015,A
17,20,0.6919999999999998,1.3820000000000001,-0.6900000000000003,H
17,6,0.8399999999999999,1.236,-0.39600000000000013,H
17,21,1.002,1.216,-0.21399999999999997,H
17,39,1.2899999999999998,1.476,-0.18600000000000017,H
20,8,0.4299999999999998,0.9339999999999999,-0.5040000000000001,A
20,31,0.5839999999999999,0.9299999999999999,-0.3460000000000001,A
20,11,0.5619999999999997,1.1059999999999999,-0.5440000000000002,A
20,54,0.6459999999999998,1.114,-0.4680000000000003,A
20,40,0.7139999999999997,1.056,-0.3420000000000003,H
20,13,1.186,1.052,0.1339999999999999,A
20,14,1.3039999999999998,1.256,0.04799999999999982,A
20,43,1.4579999999999997,1.1680000000000001,0.2899999999999996,A
20,1,1.3319999999999996,1.228,0.10399999999999965,A
20,4,1.4299999999999997,1.45,-0.02000000000000024,A
20,17,1.0839999999999999,1.5939999999999999,-0.51,A
20,6,0.6819999999999998,1.376,-0.6940000000000001,A
20,21,0.5939999999999998,1.23,-0.6360000000000002,A
20,39,0.8519999999999998,1.052,-0.2000000000000003,H
6,8,2.046,3.8260000000000005,-1.7800000000000007,H
6,31,2.32,3.524,-1.2040000000000002,A
6,11,2.3139999999999996,3.2600000000000002,-0.9460000000000006,H
6,54,2.312,2.852,-0.54,A
6,40,1.764,2.396,-0.6319999999999999,A
6,13,1.668,1.952,-0.28400000000000003,A
6,14,1.2959999999999998,2.4059999999999997,-1.1099999999999999,A
6,43,1.414,2.472,-1.058,A
6,1,1.1939999999999997,2.522,-1.328,H
6,4,1.484,2.77,-1.286,A
6,17,1.3619999999999997,2.618,-1.2560000000000002,H
6,20,1.582,2.166,-0.5839999999999999,H
6,21,1.77,2.1500000000000004,-0.38000000000000034,H
6,39,1.888,1.6880000000000002,0.19999999999999973,H
21,8,1.3559999999999997,1.6940000000000002,-0.3380000000000005,A
21,31,1.3959999999999997,2.224,-0.8280000000000005,A
21,11,1.1439999999999997,2.0520000000000005,-0.9080000000000008,A
21,54,0.8179999999999998,2.208,-1.3900000000000003,A
21,40,0.8439999999999998,2.084,-1.2400000000000002,H
21,13,1.3399999999999999,1.83,-0.4900000000000002,H
21,14,1.436,2.278,-0.8420000000000001,A
21,43,1.4519999999999997,2.502,-1.05,A
21,1,1.432,2.4899999999999998,-1.0579999999999998,H
21,4,1.8419999999999999,2.6719999999999997,-0.8299999999999998,A
21,17,1.2279999999999998,2.456,-1.2280000000000002,A
21,20,1.1579999999999997,1.5379999999999998,-0.3800000000000001,H
21,6,1.2459999999999998,1.6019999999999999,-0.3560000000000001,H
21,39,1.3199999999999998,1.442,-0.12200000000000011,A
